Año,Clave del incendio,latitud_grados,latitud_minutos,latitud_segundos,Latitud,longitud_grados,longitud_minutos,longitud_segundos,Longitud,Clave Municipio,Estado,Municipio,CVE_ENT,CVE_MUN,CVEGEO,Región,Predio,Causa,Causa especifica,Fecha Inicio,Fecha Termino,Duración días,Tipo de incendio,Tipo Vegetación,Régimen de fuego,Tipo impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbáceo,Hojarasca,Total hectáreas,Tamaño,Detección,Llegada,Duración
2021,21-09-0343,19,7,33.66,19.126017,99,11,45.98,-99.19610556,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44229,44229,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1,0.7,1.7,0 a 5 Hectáreas,0.003472222,0.017361111,0.180555556
2021,21-09-0348,19,12,44.85,19.212458,99,14,42.03,-99.24500833,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. de San Miguel y Santo Tomas Ajusco,Actividades ilícitas,Vandalismo,44229,44230,2 a 3 Días,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,13.1,0,13.1,11 a 20 Hectáreas,0.003472222,0.045138889,0.665972222
2021,21-09-0349,19,9,49.3,19.163694,99,11,35.7,-99.19325,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44229,44229,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.75,0,0.75,0 a 5 Hectáreas,0.003472222,0.038194444,0.163194444
2021,21-09-0350,19,7,40.6,19.127944,99,11,35.5,-99.19319444,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44229,44229,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.2,0,0.2,0 a 5 Hectáreas,0.003472222,0.016666667,0.048611111
2021,21-09-0357,19,13,42.13,19.228369,99,3,12.67,-99.05351944,13,Ciudad de México,Xochimilco,9,13,9013,Centro,Santa Cecilia Tepetlalpan,Actividades ilícitas,Vandalismo,44230,44230,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0,1.9,0,1.9,0 a 5 Hectáreas,0.003472222,0.021527778,0.05
2021,21-09-0359,19,12,24.55,19.206819,99,8,27.132,-99.14087,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44230,44230,1 Día,Superficial,Bosque Inducido,Otros,Impacto Mínimo,0,0,0,12.2,0,12.2,11 a 20 Hectáreas,0.003472222,0.024305556,0.239583333
2021,21-09-0362,19,9,5.29,19.151469,99,5,36.32,-99.09342222,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44230,44230,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.065,0.065,0.13,0 a 5 Hectáreas,0.003472222,0.007638889,0.04375
2021,21-09-0363,19,8,8.383,19.135662,99,5,48.318,-99.096755,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. Santa Ana Tlacotenco,Actividades ilícitas,Vandalismo,44230,44230,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1,0,1,0 a 5 Hectáreas,0.003472222,0.042361111,0.077777778
2021,21-09-0372,19,19,41.49,19.328192,98,59,45.6,-98.996,7,Ciudad de México,Iztapalapa,9,7,9007,Centro,San Miguel Teotongo,Actividades ilícitas,Vandalismo,44230,44230,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0,0.25,0,0.25,0 a 5 Hectáreas,0.003472222,0.002777778,0.034722222
2021,21-09-0385,19,20,41.47,19.344853,99,5,28.01,-99.09111389,7,Ciudad de México,Iztapalapa,9,7,9007,Centro,Santuario,Actividades ilícitas,Vandalismo,44231,44231,1 Día,Superficial,Bosque Inducido,Otros,Impacto Mínimo,0,0,0,0.28,0,0.28,0 a 5 Hectáreas,0.003472222,0.003472222,0.013888889
2021,21-09-0396,19,10,3.99,19.167775,99,5,18.24,-99.0884,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44231,44231,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,4.7,0,4.7,0 a 5 Hectáreas,0.003472222,0.022222222,0.05
2021,21-09-0406,19,9,26.67,19.157408,99,1,55.3,-99.03202778,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44232,44232,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,0,0.18,0,0.18,0 a 5 Hectáreas,0.003472222,0.005555556,0.019444444
2021,21-09-0409,19,9,26.57,19.157381,99,5,14.6,-99.08738889,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44232,44232,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,3,0,3,0 a 5 Hectáreas,0.003472222,0.022916667,0.058333333
2021,21-09-0417,19,7,14.75,19.120764,99,7,45.72,-99.12936667,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44232,44232,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1,0,1,0 a 5 Hectáreas,0.003472222,0.010416667,0.236111111
2021,21-09-0422,19,5,41.75,19.094931,99,12,2.83,-99.20078611,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44232,44232,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.2,0,0.2,0 a 5 Hectáreas,0.003472222,0.009027778,0.055555556
2021,21-09-0423,19,10,30.16,19.175044,99,3,7.05,-99.05195833,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,San Pedro Atocpan,Actividades ilícitas,Vandalismo,44232,44232,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0,1.36,0,1.36,0 a 5 Hectáreas,0.003472222,0.025,0.050694444
2021,21-09-0425,19,8,24.2,19.140056,99,15,59.4,-99.2665,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44232,44232,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.22,0,0.22,0 a 5 Hectáreas,0.003472222,0.013888889,0.079861111
2021,21-09-0434,19,17,17.55,19.288208,99,16,35.8,-99.27661111,10,Ciudad de México,Álvaro Obregón,9,10,9010,Centro,B.C. Magdalena Atlitic,Actividades ilícitas,Vandalismo,44232,44232,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,0,0.48,0,0.48,0 a 5 Hectáreas,0.003472222,0.006944444,0.1875
2021,21-09-0438,19,7,52.85,19.131347,99,11,28.73,-99.19131389,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44233,44233,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.1,0,0.1,0 a 5 Hectáreas,0.003472222,0.010416667,0.041666667
2021,21-09-0439,19,9,25.95,19.157208,99,11,12.71,-99.18686389,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44233,44233,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.1,0,0.1,0 a 5 Hectáreas,0.003472222,0.010416667,0.065972222
2021,21-09-0440,19,7,50.34,19.13065,99,12,0.28,-99.20007778,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44233,44233,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.25,0,0.25,0 a 5 Hectáreas,0.003472222,0.013888889,0.069444444
2021,21-09-0452,19,7,58.45,19.132903,98,59,57.29,-98.99924722,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. Santa Ana Tlacotenco,Actividades ilícitas,Vandalismo,44233,44233,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,0,1,0,1,0 a 5 Hectáreas,0.003472222,0.036111111,0.076388889
2021,21-09-0454,19,8,43.8,19.1455,99,15,51.8,-99.26438889,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44233,44233,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.29,0,0.29,0 a 5 Hectáreas,0.003472222,0.027777778,0.072916667
2021,21-09-0457,19,8,1.8,19.133833,99,5,54.4,-99.09844444,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Cazadores,Ninguna / No aplica,44234,44234,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.25,0,0.25,0 a 5 Hectáreas,0.003472222,0.017361111,0.090277778
2021,21-09-0458,19,8,3.38,19.134272,99,12,9.54,-99.20265,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44234,44234,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,6.38,0,6.38,6 a 10 Hectáreas,0.003472222,0.011805556,0.305555556
2021,21-09-0460,19,7,57.71,19.132697,99,5,54.8952,-99.098582,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44234,44234,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.5,0,0.5,0 a 5 Hectáreas,0.003472222,0.03125,0.065972222
2021,21-09-0461,19,7,46.78,19.129661,99,11,19.79,-99.18883056,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44234,44234,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.68,0,0.68,0 a 5 Hectáreas,0.003472222,0.020833333,0.079861111
2021,21-09-0467,19,6,33.45,19.109292,99,4,9.95,-99.06943056,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44234,44234,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,0,1,0,1,0 a 5 Hectáreas,0.003472222,0.009027778,0.045138889
2021,21-09-0469,19,7,9.92,19.119422,99,4,5.38,-99.06816111,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44234,44234,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,3.05,0,3.05,0 a 5 Hectáreas,0.003472222,0.011805556,0.05
2021,21-09-0471,19,5,14.5,19.087361,99,4,21.8,-99.07272222,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44235,44235,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,134.74,0,134.74,Mayor a 100 Hectáreas,0.003472222,0.034722222,0.352083333
2021,21-09-0472,19,16,8.12,19.268922,99,16,39.79,-99.27771944,8,Ciudad de México,La Magdalena Contreras,9,8,9008,Centro,B.C. Magdalena Atlitic,Actividades ilícitas,Vandalismo,44235,44235,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,0.55,0,0,0.55,0 a 5 Hectáreas,0.003472222,0.054166667,0.20625
2021,21-09-0475,19,8,7,19.135278,99,8,44.8,-99.14577778,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44235,44235,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0,0.35,0,0.35,0 a 5 Hectáreas,0.003472222,0.011805556,0.09375
2021,21-09-0479,19,13,27.57,19.224325,99,3,36.18,-99.06005,13,Ciudad de México,Xochimilco,9,13,9013,Centro,B.C. San Gregorio Atlapulco,Actividades ilícitas,Vandalismo,44235,44235,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,10.19,0,0,10.19,11 a 20 Hectáreas,0.003472222,0.038888889,0.277777778
2021,21-09-0480,19,7,4.56,19.117933,99,3,58.77,-99.066325,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44235,44235,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1.6,0,1.6,0 a 5 Hectáreas,0.003472222,0.029166667,0.069444444
2021,21-09-0484,19,8,43.9,19.145528,99,4,53.07,-99.08140833,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44235,44235,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0,1,1,0 a 5 Hectáreas,0.003472222,0.010416667,0.052083333
2021,21-09-0490,19,13,36.19,19.226719,99,3,34.89,-99.05969167,13,Ciudad de México,Xochimilco,9,13,9013,Centro,B.E. San Gregorio Atlapulco,Actividades ilícitas,Vandalismo,44236,44236,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0,1,0,1,0 a 5 Hectáreas,0.003472222,0.013888889,0.111111111
2021,21-09-0501,19,9,1.1,19.150306,99,16,32.72,-99.27575556,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. Santo Tomas y San Miguel Ajusco,Actividades Pecuarias,Quema para pastoreo,44236,44236,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.25,0,0.25,0 a 5 Hectáreas,0.003472222,0.017361111,0.076388889
2021,21-09-0509,19,7,26.47,19.124019,99,4,37.26,-99.07701667,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44237,44237,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.1,0,0.1,0 a 5 Hectáreas,0.003472222,0.008333333,0.023611111
2021,21-09-0522,19,7,11.65,19.119903,99,2,4.84,-99.03467778,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44238,44238,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,2,2,4,0 a 5 Hectáreas,0.003472222,0.055555556,0.140277778
2021,21-09-0533,19,7,13.82,19.120506,99,2,41.62,-99.04489444,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44238,44238,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.5,1,1.5,0 a 5 Hectáreas,0.003472222,0.094444444,0.142361111
2021,21-09-0540,19,17,14.97,19.287492,99,16,45.83,-99.27939722,10,Ciudad de México,Álvaro Obregón,9,10,9010,Centro,Magdalena Atlitic,Actividades ilícitas,Vandalismo,44238,44238,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,0.45,0,0,0.45,0 a 5 Hectáreas,0.003472222,0.029861111,0.229861111
2021,21-09-0542,19,6,23.28,19.106467,99,12,3.74,-99.20103889,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44238,44238,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.38,0,0.38,0 a 5 Hectáreas,0.003472222,0.00625,0.060416667
2021,21-09-0558,19,11,21.52,19.189311,99,11,42.32,-99.19508889,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel y Santo Tomás Ajusco,Actividades ilícitas,Vandalismo,44239,44239,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.35,0,0.35,0 a 5 Hectáreas,0.003472222,0.024305556,0.114583333
2021,21-09-0561,19,7,48.75,19.130208,99,1,3.63,-99.017675,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. Santa Ana Tlacotenco,Actividades ilícitas,Vandalismo,44239,44239,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,3,0,3,0 a 5 Hectáreas,0.003472222,0.017361111,0.055555556
2021,21-09-0568,19,10,51.25,19.180903,99,10,42.54,-99.17848333,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44239,44239,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.12,0,0.12,0 a 5 Hectáreas,0.003472222,0.011111111,0.052083333
2021,21-09-0578,19,5,11.78,19.086606,99,2,28.72,-99.04131111,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44239,44239,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1.5,1.5,3,0 a 5 Hectáreas,0.003472222,0.103472222,0.202777778
2021,21-09-0581,19,5,48.01,19.096669,99,12,34.38,-99.20955,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44239,44239,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.2,0,0.2,0 a 5 Hectáreas,0.003472222,0.006944444,0.056944444
2021,21-09-0584,19,3,40.23,19.061175,99,4,13.78,-99.07049444,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.5,0,0.5,0 a 5 Hectáreas,0.003472222,0.002777778,0.03125
2021,21-09-0585,19,19,14.67,19.320742,99,20,10.97,-99.33638056,4,Ciudad de México,Cuajimalpa de Morelos,9,4,9004,Centro,San Lorenzo Acopilco,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0,0.77,0.77,0 a 5 Hectáreas,0.003472222,0.013888889,0.048611111
2021,21-09-0587,19,7,48.41,19.130114,99,4,3.21,-99.06755833,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,5,3,8,6 a 10 Hectáreas,0.003472222,0.063194444,0.149305556
2021,21-09-0593,19,8,24.78,19.140217,99,16,6.15,-99.268375,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B. C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.44,0,0.44,0 a 5 Hectáreas,0.003472222,0.03125,0.118055556
2021,21-09-0599,19,8,19.41,19.138725,99,2,54.24,-99.0484,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0,0.2,0.2,0 a 5 Hectáreas,0.003472222,0.025694444,0.052083333
2021,21-09-0600,19,8,30.65,19.141847,99,1,54.3,-99.03175,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.4,0,0.4,0 a 5 Hectáreas,0.003472222,0.011111111,0.0375
2021,21-09-0601,19,4,43.18,19.078661,99,4,39.92,-99.07775556,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44240,44240,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,0,0.47,0,0.47,0 a 5 Hectáreas,0.003472222,0.020833333,0.05
2021,21-09-0604,19,10,6.59,19.168497,99,12,6.68,-99.20185556,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44240,44241,2 a 3 Días,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,20,0,20,11 a 20 Hectáreas,0.003472222,0.048611111,0.267361111
2021,21-09-0609,19,8,24.1,19.140028,99,16,11.2,-99.26977778,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades Pecuarias,Quema para pastoreo,44240,44241,2 a 3 Días,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.82,0,0.82,0 a 5 Hectáreas,0.003472222,0.017361111,0.121527778
2021,21-09-0611,19,8,3.2,19.134222,99,5,50.6,-99.09738889,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Cazadores,Ninguna / No aplica,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.52,0,0.52,0 a 5 Hectáreas,0.003472222,0.020833333,0.114583333
2021,21-09-0613,19,8,4.89,19.134692,99,0,10.3,-99.00286111,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Pablo Oztotepec,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.24,0.24,0.48,0 a 5 Hectáreas,0.003472222,0.180555556,0.245833333
2021,21-09-0614,19,9,45.65,19.162681,99,3,35.04,-99.05973333,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,San Pedro Atocpan,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.1,0.1,0.2,0 a 5 Hectáreas,0.003472222,0.018055556,0.061805556
2021,21-09-0615,19,7,55.45,19.132069,99,0,42.65,-99.01184722,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. Santa Ana Tlacotenco,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.25,0.25,0.5,0 a 5 Hectáreas,0.003472222,0.052083333,0.065972222
2021,21-09-0616,19,9,59.37,19.166492,99,5,22.73,-99.08964722,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0,2.6,0,2.6,0 a 5 Hectáreas,0.003472222,0.045138889,0.097222222
2021,21-09-0617,19,9,44.57,19.162381,99,7,9.85,-99.11940278,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.45,0,0.45,0 a 5 Hectáreas,0.003472222,0.011805556,0.0625
2021,21-09-0620,19,7,44.02,19.128894,99,2,15.65,-99.03768056,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,0,0.05,0.05,0.1,0 a 5 Hectáreas,0.003472222,0.017361111,0.045138889
2021,21-09-0622,19,10,29.08,19.174744,99,3,24.2,-99.05672222,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,San Pedro Atocpan,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0,0,0.25,0.25,0 a 5 Hectáreas,0.003472222,0.026388889,0.05
2021,21-09-0632,19,8,13.82,19.137172,99,2,11.89,-99.03663611,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.05,0.05,0.1,0 a 5 Hectáreas,0.003472222,0.022222222,0.097222222
2021,21-09-0636,19,8,21.16,19.139211,99,7,33.17,-99.12588056,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.94,0,0.94,0 a 5 Hectáreas,0.003472222,0.008333333,0.100694444
2021,21-09-0637,19,6,23.99,19.106664,99,1,59.65,-99.03323611,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B. C. San Lorenzo Tlacoyucan,Actividades ilícitas,Vandalismo,44241,44242,2 a 3 Días,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,71.8,2,73.8,51 a 100 Hectáreas,0.003472222,0.03125,1.042361111
2021,21-09-0641,19,8,10.85,19.136347,99,6,48.66,-99.11351667,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.71,0,0.71,0 a 5 Hectáreas,0.003472222,0.006944444,0.09375
2021,21-09-0643,19,11,1.38,19.183717,99,12,4.9,-99.20136111,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. de San Miguel y Santo Tomas Ajusco,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1,1,2,0 a 5 Hectáreas,0.003472222,0.027083333,0.090277778
2021,21-09-0644,19,8,7.99,19.135553,99,5,34.37,-99.09288056,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Actividades ilícitas,Vandalismo,44241,44241,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,0.63,0,0.63,0 a 5 Hectáreas,0.003472222,0.014583333,0.052777778
2021,21-09-0645,19,8,14.6,19.137389,99,5,35.1,-99.09308333,9,Ciudad de México,Milpa Alta,9,9,9009,Centro,B.C. San Salvador Cuauhtenco,Cazadores,Ninguna / No aplica,44242,44242,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1.5,0,1.5,0 a 5 Hectáreas,0.003472222,0.020833333,0.149305556
2021,21-09-0646,19,10,5.49,19.168192,99,12,30.85,-99.20856944,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44242,44242,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,28,0,28,21 a 50 Hectáreas,0.003472222,0.017361111,0.291666667
2021,21-09-0647,19,10,4.33,19.167869,99,11,55.79,-99.19883056,12,Ciudad de México,Tlalpan,9,12,9012,Centro,B.C. San Miguel Topilejo,Actividades ilícitas,Vandalismo,44242,44242,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,0,2.19,0,2.19,0 a 5 Hectáreas,0.003472222,0.015972222,0.069444444
